Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"J Hu, NM Karie, S Wang, W Yang","Multimedia security and privacy protection in the internet of things: research developments and challenges",2022,"","opal.latrobe.edu.au","https://opal.latrobe.edu.au/articles/journal_contribution/Multimedia_security_and_privacy_protection_in_the_internet_of_things_research_developments_and_challenges/19142429","",90,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… watermarking) and emerging technologies (eg, blockchain and federated learning). Based on the detailed analysis on the research development of IoT-related multimedia security and …","",""
0,"Y Fang, J Liu, J Li, J Cheng, J Hu, D Yi, X Xiao…","Robust zero-watermarking algorithm for medical images based on SIFT and Bandelet-DCT",2022,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-022-12592-x","",93,"2022-04-08 03:42:37","","10.1007/s11042-022-12592-x","","",,,,,0,0.00,0,8,1,"… the watermark image and generate an encrypted watermark … encryption system before embedding the watermark. The chaotic system can be used to preprocess the original watermark …","",""
0,"W Yang, S Wang, J HuHu…","Multimedia security and privacy protection in the internet of things: research developments and challenges",2022,"International Journal of …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJMIS.2022.121282","",97,"2022-04-08 03:42:37","","10.1504/IJMIS.2022.121282","","",,,,,0,0.00,0,4,1,"… watermarking), we investigate emerging technologies for multimedia data protection in the IoT, such as blockchain … an encryption algorithm with the Arnold transform to encrypt the data …","https://www.inderscienceonline.com/doi/pdf/10.1504/IJMIS.2022.121282",""
0,"M Ramzan, M Habib, SA Khan","Secure and efficient privacy protection system for medical records",2022,"Sustainable Computing: Informatics and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210537922000543","",101,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,3,1,"… Different types of crypto and watermarking-based methods have been proposed for medical … [17] used DCT and fractional Fourier transform to propose a double-encrypted watermarking …","",""
0,"R Pise, A Jagtap, S Kadam, N Kulkarni…","Proof of Digitally Owned Content",2022,"… for Advancement in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9726061/","",103,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,5,1,"… It will hold the zero watermarking and copyright information on blockchain. The watermark … image encryption. This is nothing but encoding the pixels in hash format then it is decoded. …","",""
0,"N Balaska, A Belmeguenai, A Goutas, Z Ahmida…","Securing Medical Data by Combining Encryption and Robust Blind Medical Image Watermarking Based on Zaslavsky Chaotic Map and DCT Coefficients",2022,"SN Computer …","Springer","https://link.springer.com/article/10.1007/s42979-021-01012-w","",105,"2022-04-08 03:42:37","","10.1007/s42979-021-01012-w","","",,,,,0,0.00,0,5,1,"… and its robustness against common attacks as well as the high sensitivity to the crypto-watermarking key, and the most significant improvement brought by the proposed method is the …","","https://scholar.google.com/scholar?q=related:FP6jtPnJyPwJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"R Zhao, Y Zhang, Y Zhu, R Lan, Z Hua","Metaverse: Security and Privacy Concerns",2022,"arXiv preprint arXiv:2203.03854","arxiv.org","https://arxiv.org/abs/2203.03854","",114,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,5,1,"… Then, through reflecting on the key problems we summarized, corresponding potential solutions based on shielded, machine learning, encryption, watermarking, blockchain, and so on …","https://arxiv.org/pdf/2203.03854",""
0,"N Bradley, T Innes, J Pratt, E Zavesky","Content distribution pipeline watermarking",2022,"US Patent App. 17/493,784","Google Patents","https://patents.google.com/patent/US20220030328A1/en","",118,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… be given trusted access into the encryption protocol, or partial access, eg… watermark to the blockchain network as a blockchain transaction. The blockchain transaction (eg, the watermark…","https://patentimages.storage.googleapis.com/e6/44/e3/561af7ad75961a/US20220030328A1.pdf",""
0,"M Ali, A Ismail, H Elgohary, S Darwish, S Mesbah","A Procedure for Tracing Chain of Custody in Digital Image Forensics: A Paradigm Based on Grey Hash and Blockchain",2022,"Symmetry","mdpi.com","https://www.mdpi.com/1486280","",126,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,5,1,"… These techniques include cyclic redundancy checking, hashing functions, digital signatures, time stamps, encryption, and watermarking. Each technique has a number of benefits and …","https://www.mdpi.com/2073-8994/14/2/334/pdf",""
0,"P Rashmi, MC Supriya, Q Hua","Enhanced Lorenz-Chaotic Encryption Method for Partial Medical Image Encryption and Data Hiding in Big Data Healthcare",2022,"Security and Communication …","hindawi.com","https://www.hindawi.com/journals/scn/2022/9363377/","",130,"2022-04-08 03:42:37","HTML","","","",,,,,0,0.00,0,3,1,"… wavelet transformation method to embed the encrypted watermark in medical images. Fuzzification … KR Choo, “Blockchain-based cross-domain authentication for intelligent 5G-enabled …","https://www.hindawi.com/journals/scn/2022/9363377/",""
0,"MS Moad, MR Kafi, A Khaldi","A wavelet based medical image watermarking scheme for secure transmission in telemedicine applications",2022,"Microprocessors and Microsystems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0141933122000539","",143,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,3,1,"… paper a watermarking approach for patient identification and watermark integrity verification. In this approach, the … The watermarked image is finally encrypted using the HyperChaotic …","",""
0,"S Athanere, R Thakur","Blockchain based hierarchical semi-decentralized approach using IPFS for secure and efficient data sharing",2022,"Journal of King Saud University-Computer and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1319157822000325","",159,"2022-04-08 03:42:37","HTML","","","",,,,,0,0.00,0,2,1,"… blockchain technology to control data access in the cloud server. Several studies on multi-authority attribute basis encryption methods and blockchain … We validate image watermarking …","https://www.sciencedirect.com/science/article/pii/S1319157822000325",""
0,"Z Li","Identifying copyrighted material using embedded copyright information",2022,"US Patent 11,275,818","Google Patents","https://patents.google.com/patent/US11275818B2/en","",164,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… a blockchain network can be provided as a public blockchain … encryption, even if an attacker extracts the digital watermark, the … be decrypted if the encryption scheme or encryption key is …","https://patentimages.storage.googleapis.com/f2/63/9a/4b9850e7c40a39/US11275818.pdf",""
0,"C Zeng, J Liu, J Li, J Cheng, J Zhou, SA Nawaz…","Multi-watermarking algorithm for medical image based on KAZE-DCT",2022,"Journal of Ambient …","Springer","https://link.springer.com/article/10.1007/s12652-021-03539-5","",168,"2022-04-08 03:42:37","","10.1007/s12652-021-03539-5","","",,,,,0,0.00,0,7,1,"… image feature vectors, and the perceptual hash function is applied to obtain medical image feature sequences; watermark image encryption uses logistic chaotic encryption, and zero …","",""
0,"Z Li","Identifying copyrighted material using embedded copyright information",2022,"US Patent 11,256,787","Google Patents","https://patents.google.com/patent/US11256787B2/en","",171,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… a blockchain network can be provided as a public blockchain … encryption, even if an attacker extracts the digital watermark, the … be decrypted if the encryption scheme or encryption key is …","https://patentimages.storage.googleapis.com/c4/a8/8c/bcba5e02691686/US11256787.pdf","https://scholar.google.com/scholar?q=related:esRf7mxALV8J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
6,"M Kumar, J Aggarwal, A Rani, T Stephan…","Secure video communication using firefly optimization and visual cryptography",2022,"Artificial Intelligence …","Springer","https://link.springer.com/article/10.1007/s10462-021-10070-8","https://scholar.google.com/scholar?cites=12654389549054787513&as_sdt=2005&sciodt=2007&hl=en",184,"2022-04-08 03:42:37","","10.1007/s10462-021-10070-8","","",,,,,6,6.00,1,5,1,"… After performing the watermark image encryption, we hide encrypted bits in the host video in this procedure. To achieve the reversibility, the idea of histogram shifting is used. This …","","https://scholar.google.com/scholar?q=related:uX_TwD9sna8J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"X Li, L Wei, L Wang, Y Ma, C Zhang…","A blockchain‐based privacy‐preserving authentication system for ensuring multimedia content integrity",2022,"International Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/int.22830","",191,"2022-04-08 03:42:37","","10.1002/int.22830","","",,,,,0,0.00,0,6,1,"… are encrypted to protect confidentiality over the network, they have to be decrypted before data processing, and the decrypted data will be exposed to blockchain nodes … watermarking. A …","",""
0,"Z Li","Identifying copyrighted material using copyright information embedded in tables",2022,"US Patent 11,216,898","Google Patents","https://patents.google.com/patent/US11216898B2/en","",196,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… a blockchain network can be provided as a public blockchain … encryption, even if an attacker extracts the digital watermark, the … be decrypted if the encryption scheme or encryption key is …","https://patentimages.storage.googleapis.com/c7/33/ae/94eddd5f01d5b4/US11216898.pdf",""
0,"AA Abd El-Latif","Blockchain for Cyber-Physical Systems: Challenges and Applications",2022,"Advances in Blockchain Technology for Cyber …","books.google.com","https://books.google.com/books?hl=en&lr=&id=AXJnEAAAQBAJ&oi=fnd&pg=PA11&dq=encrypted+watermarking+blockchain&ots=shtO8dgot8&sig=uJyjMRaggNu1-MmodwvwR4_7pxs","",203,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… Furthermore, the blockchain’s information is encrypted with the user’s key, which the … Finally, experiments integrating blockchain with digital watermark technology have begun to …","",""
0,"A Anand, AK Singh","Dual Watermarking for Security of COVID-19 Patient Record",2022,"IEEE Transactions on Dependable and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9693223/","",209,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… knowledge, studies of dual watermarking- lightweight encryption have not yet been developed … Also, the concepts of blockchain may consider making our system more efficient for smart …","","https://scholar.google.com/scholar?q=related:ZhIwfAPoZIMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Z Li","Identifying copyrighted material using embedded copyright information",2022,"US Patent 11,227,351","Google Patents","https://patents.google.com/patent/US11227351B2/en","",228,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… a blockchain network can be provided as a public blockchain … encryption, even if an attacker extracts the digital watermark, the … be decrypted if the encryption scheme or encryption key is …","https://patentimages.storage.googleapis.com/f0/a6/d7/b79fe14de4d4c9/US11227351.pdf","https://scholar.google.com/scholar?q=related:Tn4MbISzZWoJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"YS Siregar, M Khairani, H Harahap…","The Implementation Of Discrete Cosine Transform (DCT) And Blowfish Methods In Digital Video Security",2022,"Sinkron: jurnal dan …","polgan.ac.id","https://www.polgan.ac.id/jurnal/index.php/sinkron/article/view/11286","",233,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… Cryptography comes from the Greek, according to the language divided into two crypto and graphia, crypto … On the encrypted watermarking page the user can choose which videos to …","https://www.polgan.ac.id/jurnal/index.php/sinkron/article/download/11286/759",""
0,"CM Akujuobi","Wavelet Application to Blockchain Technology Systems",2022,"Wavelets and Wavelet Transform Systems and Their …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-87528-2_18","",235,"2022-04-08 03:42:37","","10.1007/978-3-030-87528-2_18","","",,,,,0,0.00,0,1,1,"… The blockchain protocol encrypts data blocks in … blockchain system is applied to the multimedia blockchain, which makes use of compressive sensing and self-embedding watermarking. …","",""
0,"SN Choi","Methods for Communicating Data Utilizing Sessionless Dynamic Encryption",2022,"US Patent App. 17/370,769","Google Patents","https://patents.google.com/patent/US20220006793A1/en","",244,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… to SSL/TLS protocols which are known to be highly susceptible to quantum crypto-analysis attack. … These include forms of symmetrical encryption, hashing and physical watermarking …","https://patentimages.storage.googleapis.com/aa/45/1d/5c54ea65418d45/US20220006793A1.pdf",""
0,"KN Singh, AK Singh","Towards Integrating Image Encryption with Compression: A Survey",2022,"ACM Transactions on Multimedia Computing …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3498342","",250,"2022-04-08 03:42:37","","10.1145/3498342","","",,,,,0,0.00,0,2,1,"… watermarking technique to preserve the copyright of multimedia data. Further, watermarked image is encrypted by … ) technique and then blockchain's hash is encrypted and compress by …","",""
0,"T Yang, J Ma, Y Miao, Y Wang, X Liu…","MU-TEIR: Traceable Encrypted Image Retrieval in the Multi-user Setting",2022,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9709156/","",254,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,6,1,"… obtain an encrypted and watermarked image set R associated with the QU ID. Mq ← ImgDec(K, R ): Given an image encryption key kimg and an encrypted and watermarked image set …","",""
0,"X Yang, L Feng, T Lu, Q Dong","Application of image hash algorithm in copyright protection system",2022,"Computer","spiedigitallibrary.org","https://www.spiedigitallibrary.org/proceedings/Download?urlId=10.1117%2F12.2628802","",260,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… watermarkbased copyright management system that combines digital watermarking, blockchain… based on Ethereum blockchain, which uses blockchain encryption algorithms, hash …","",""
0,"F Amhar, EP Giri, FES Silalahi, SN Neyman…","Ownership Protection on Digital Elevation Model (DEM) Using Transform-Based Watermarking",2022,"… International Journal of …","mdpi.com","https://www.mdpi.com/2220-9964/11/3/200","",267,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,5,1,"… Meanwhile, Li [33] used a robust double-encrypted watermarking algorithm based on the fractional Fourier transform and DCT in the invariant wavelet domain. Computing the 2D …","https://www.mdpi.com/2220-9964/11/3/200/pdf",""
0,"Z Li","Blockchain-based dispute resolution",2022,"US Patent App. 17/473,805","Google Patents","https://patents.google.com/patent/US20220067860A1/en","",271,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… in the blockchain network. A node can use the public key of another node to encrypt data, and the encrypted … B's public key to encrypt data, and send the encrypted data to Participant B. …","",""
0,"AS Kronstadt, J Reyes, BJ Klingenberg…","Wearable watermarks",2022,"US Patent App. 17 …","Google Patents","https://patents.google.com/patent/US20220067870A1/en","",275,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… video file containing a wearable watermark. The cloud-based system may maintain a blockchain or other database of (hashed and/or encrypted) wearable watermark session data, and …","",""
0,"Y Wu, J Weng, Z Wang, K Wei, J Wen…","Attacks and Countermeasures on Privacy-Preserving Biometric Authentication Schemes",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9745765/","",283,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,6,1,"… a Verifiable Threshold Predicate Encryption (VTPE) scheme which … Besides, a random authentication watermark bit is … cryptography, network security, blockchain, etc. He has published …","",""
0,"G Kaur, R Agarwal, V Patidar","Image Encryption using Fractional Integral transforms: Vulnerabilities, Threats and Future scope",2022,"arXiv preprint arXiv:2203.02881","arxiv.org","https://arxiv.org/abs/2203.02881","",292,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,3,1,"… based optical asymmetric crypto system. Parameters are optimized by plain-ciphertext … in watermarking algorithm. Some of the recent watermarking schemes with encryption algorithm …","https://arxiv.org/pdf/2203.02881",""
0,"RD Garcia, G Ramachandran, R Jurdak…","A Blockchain-based Data Governance with Privacy and Provenance: a case study for e-Prescription",2022,"… and Cryptocurrency …","eprints.qut.edu.au","https://eprints.qut.edu.au/228430/","",295,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… based on blockchain technology and proxy re-encryption to let data … ’ data on the blockchain but in an encrypted form. The prescription … We plan to investigate digital watermarking and …","https://eprints.qut.edu.au/228430/1/ICBC_2022_Final_002_.pdf",""
0,"MI Ali, P Jha, A Sharma, S Kaur","Security Analysis and Fraud Prevention in Cloud Computing",2022,"The Role of IoT and Blockchain …","books.google.com","https://books.google.com/books?hl=en&lr=&id=539ZEAAAQBAJ&oi=fnd&pg=RA2-PA1&dq=encrypted+watermarking+blockchain&ots=xO4J5ydll6&sig=95UaZ9iSTapb7c08Q-SdDe4zvSU","",303,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… for improving security in cloud using homomorphic encryption of data to store and … encryption which allows us to carry computations on encrypted data (ciphertext), leads to encrypted …","","https://scholar.google.com/scholar?q=related:DWaBvsWAvbkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Z Li","Blockchain-based service of process",2022,"US Patent 11,256,820","Google Patents","https://patents.google.com/patent/US11256820B2/en","",306,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… in the blockchain network. A node can use the public key of another node to encrypt data, and the encrypted … B's public key to encrypt data, and send the encrypted data to Participant B. …","https://patentimages.storage.googleapis.com/ad/ba/e3/764757eaa7c9ef/US11256820.pdf",""
0,"T Zheng, Y Luo, T Zhou, Z Cai","Towards differential access control and privacy-preserving for secure media data sharing in the cloud",2022,"Computers & Security","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404821003771","",310,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,4,1,"… After that, the cloud will embed the encrypted watermark imperceptibly in the shared media data and re-encrypt the watermarked data. Finally, the requester can decrypt the data using …","","https://scholar.google.com/scholar?q=related:fMBpfYSiMcQJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Z Li","Blockchain-based paperless documentation",2022,"US Patent 11,271,740","Google Patents","https://patents.google.com/patent/US11271740B2/en","",316,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… in the blockchain network. A node can use the public key of another node to encrypt data, and the encrypted … B's public key to encrypt data, and send the encrypted data to Participant B. …","https://patentimages.storage.googleapis.com/18/22/1d/9413325243e969/US11271740.pdf",""
0,"M Sajeer, A Mishra, PS Sathidevi","Recent Advances in Transform and Hybrid Domain Digital Watermarking Techniques—A Survey",2022,"Soft Computing for Security …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-5301-8_59","",317,"2022-04-08 03:42:37","","10.1007/978-981-16-5301-8_59","","",,,,,0,0.00,0,3,1,"… Singular values resulted are used for the creation of the final watermarked image and are encrypted by a chaotic encryption algorithm. The recovery process is done using the reverse …","","https://scholar.google.com/scholar?q=related:4JzApGuI6IUJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"S El Assad, R Lozi, W Puech","Special Issue on Cryptography and Its Applications in Information Security",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/5/2588/htm","",337,"2022-04-08 03:42:37","HTML","","","",,,,,0,0.00,0,3,1,"… steganography; watermarking; selective encryption; multimedia … in this Special Issue is the blockchain theory, either for digital … mechanism based on blockchain technology protecting the …","https://www.mdpi.com/2076-3417/12/5/2588/htm",""
0,"A Dastidar, S Mishra","Encryption and Decryption Algorithms for IoT Device Communication",2022,"… Design: Challenges and Applications in the …","books.google.com","https://books.google.com/books?hl=en&lr=&id=ModSEAAAQBAJ&oi=fnd&pg=PA97&dq=encrypted+watermarking+blockchain&ots=fgQro1B2Hn&sig=iN6mryUX0bZMhc8jBfRG57Acwho","",339,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… for encryption–decryption process that goes under cryptography technique or watermark … by implementing a hybrid of watermarking and an encryption algorithm to get an enhanced …","","https://scholar.google.com/scholar?q=related:NvmqiALz5m8J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"M Atiquzzaman, J Li, W Pedrycz","Special issue on new advanced techniques in security of artificial intelligence",2022,"Journal of Ambient Intelligence and …","Springer","https://link.springer.com/article/10.1007/s12652-021-03645-4","",340,"2022-04-08 03:42:37","HTML","10.1007/s12652-021-03645-4","","",,,,,0,0.00,0,3,1,"… Then, chaotic mapping is used to encrypt the multi-watermark images, and the zero watermarking technology is applied to embed and extract the watermarks. …","https://link.springer.com/article/10.1007/s12652-021-03645-4",""
0,"J Jain, A Jain","Securing E-Healthcare Images Using an Efficient Image Encryption Model",2022,"Scientific Programming","hindawi.com","https://www.hindawi.com/journals/sp/2022/6438331/","",345,"2022-04-08 03:42:37","HTML","","","",,,,,0,0.00,0,2,1,"… However, the use of homomorphic encryption is computationally expensive. e combination of encryption and watermarking models was also applied to improve the security and …","https://www.hindawi.com/journals/sp/2022/6438331/",""
0,"Z Li","Blockchain-based judgment execution",2022,"US Patent 11,238,549","Google Patents","https://patents.google.com/patent/US11238549B2/en","",346,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… in the blockchain network. A node can use the public key of another node to encrypt data, and the encrypted … B's public key to encrypt data, and send the encrypted data to Participant B. …","https://patentimages.storage.googleapis.com/44/42/45/3a1223cc5a8604/US11238549.pdf",""
0,"M Magdy, KM Hosny, NI Ghali, S Ghoniemy","Security of medical images for telemedicine: a systematic review",2022,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-022-11956-7","",352,"2022-04-08 03:42:37","HTML","10.1007/s11042-022-11956-7","","",,,,,0,0.00,0,4,1,"… a watermark and encrypted using encryption algorithms. The encryption is done using AES and RSA encryption … [76] proposed a neural-crypto computing steganography mechanism to …","https://link.springer.com/article/10.1007/s11042-022-11956-7",""
0,"A El Azzaoui, H Chen, SH Kim, Y Pan, JH Park","Blockchain-Based Distributed Information Hiding Framework for Data Privacy Preserving in Medical Supply Chain Systems",2022,"Sensors","mdpi.com","https://www.mdpi.com/1492984","",356,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,5,1,"… of data including Blockchain, intensive encryption methods, and … not tempered with using watermarking. Information hiding … notably steganography and watermarking. Steganography is …","https://www.mdpi.com/1424-8220/22/4/1371/pdf",""
0,"Z Li","Blockchain-based trusted platform",2022,"US Patent 11,250,528","Google Patents","https://patents.google.com/patent/US11250528B2/en","",371,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… in the blockchain network. A node can use the public key of another node to encrypt data, and the encrypted … B's public key to encrypt data, and send the encrypted data to Participant B. …","https://patentimages.storage.googleapis.com/d3/88/d9/8ab9627b257c4d/US11250528.pdf",""
